ep,vl,vr,e,delta_e
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-1.09,0.52,0.02,-0.09,1
-0.09,1.44,0.01,1.19,1.28
1.19,2.05,0.25,1.11,-0.08
1.11,1.98,1.06,-0.61,-1.72
-0.61,1.64,1.93,-1.13,-0.52
-1.13,1.83,2.28,-0.44,0.69
-0.44,2.43,2.05,1.23,1.67
1.23,3,1.88,1.2,-0.03
1.2,2.82,2.32,-0.56,-1.76
-0.56,2.3,2.96,-1.09,-0.53
-1.09,2.32,3.11,-0.59,0.5
-0.59,2.79,2.7,1.05,1.64
1.05,3.22,2.34,1.25,0.2
1.25,3.03,2.59,-0.64,-1.89
-0.64,2.51,3.2,-1.18,-0.54
-1.18,2.48,3.3,-0.55,0.63
-0.55,3.03,2.84,1.22,1.77
1.22,3.4,2.45,1.27,0.05
1.27,3.14,2.64,-0.22,-1.49
-0.22,2.55,3.21,-1.13,-0.91
-1.13,2.42,3.43,-0.96,0.17
-0.96,2.9,3.04,1.1,2.06
1.1,3.4,2.55,1.3,0.2
1.3,3.28,2.64,0.19,-1.11
0.19,2.68,3.18,-1.13,-1.32
-1.13,2.41,3.48,-1.12,0.01
-1.12,2.77,3.16,0.55,1.67
0.55,3.29,2.61,1.25,0.7
1.25,3.35,2.53,0.7,-0.55
0.7,2.86,2.94,-1.16,-1.86
-1.16,2.43,3.35,-1.14,0.02
-1.14,2.68,3.14,0.57,1.71
0.57,3.23,2.57,1.24,0.67
1.24,3.28,2.48,0.5,-0.74
0.5,2.81,2.98,-1.06,-1.56
-1.06,2.44,3.37,-1.16,-0.1
-1.16,2.68,3.17,0.21,1.37
0.21,3.2,2.62,1.26,1.05
1.26,3.38,2.44,0.85,-0.41
0.85,2.94,2.87,-1.07,-1.92
-1.07,2.48,3.35,-1.13,-0.06
-1.13,2.62,3.18,0,1.13
0,3.12,2.63,1.27,1.27
1.27,3.37,2.4,1.05,-0.22
1.05,3,2.8,-0.92,-1.97
-0.92,2.44,3.34,-1.1,-0.18
-1.1,2.53,3.29,-0.45,0.65
-0.45,3,2.75,1.14,1.59
1.14,3.38,2.38,1.16,0.02
1.16,3.15,2.63,-0.17,-1.33
-0.17,2.58,3.08,-1.14,-0.97
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
0.41,0.16,0.22,0.17,-0.24
0.17,0.55,0.68,-0.12,-0.29
-0.12,1.02,1.16,-0.32,-0.2
-0.32,1.42,1.53,-0.39,-0.07
-0.39,1.77,1.82,-0.37,0.02
-0.37,2.08,2.06,-0.25,0.12
-0.25,2.34,2.27,-0.09,0.16
-0.09,2.55,2.41,0.05,0.14
0.05,2.68,2.53,0.14,0.09
0.14,2.81,2.64,0.21,0.07
0.21,2.83,2.72,0.12,-0.09
0.12,2.9,2.83,0.04,-0.08
0.04,2.92,2.89,-0.03,-0.07
-0.03,2.98,2.93,-0.03,0
-0.03,3,2.94,0.09,0.12
0.09,3,2.93,0.09,0
0.09,3.02,2.97,0.18,0.09
0.18,3.06,2.99,0.28,0.1
0.28,3.09,3.02,0.33,0.05
0.33,3.09,3.03,0.27,-0.06
0.27,3.09,3.07,0.13,-0.14
0.13,3.01,3.05,0.14,0.01
0.14,3.03,3.08,0.12,-0.02
0.12,3.04,3.07,0.12,0
0.12,3.08,3.09,0.11,-0.01
0.11,3.08,3.07,0.13,0.02
0.13,3.08,3.06,0.15,0.02
0.15,3.03,3.03,0.13,-0.02
0.13,3.04,3.04,0.16,0.03
0.16,3.01,3.01,0.1,-0.06
0.1,3.03,3.01,0.27,0.17
0.27,3.04,3.03,0.19,-0.08
0.19,3.06,3.06,0.03,-0.16
0.03,3.06,3.09,-0.06,-0.09
-0.06,3.05,3.07,-0.17,-0.11
-0.17,3.04,3.06,-0.19,-0.02
-0.19,3.05,3.05,-0.09,0.1
-0.09,3.08,3.02,-0.02,0.07
-0.02,3.13,3.01,0.01,0.03
0.01,3.14,2.99,0.05,0.04
0.05,3.13,3.01,0.21,0.16
0.21,3.15,3.05,0.28,0.07
0.28,3.12,3.04,0.24,-0.04
0.24,3.11,3.07,0.2,-0.04
0.2,3.09,3.08,0.13,-0.07
0.13,3.07,3.1,0.06,-0.07
0.06,3.04,3.08,-0.02,-0.08
-0.02,3.03,3.11,-0.1,-0.08
-0.1,3.08,3.1,-0.09,0.01
-0.09,3.09,3.08,-0.11,-0.02
-0.11,3.09,3.11,-0.08,0.03
-0.08,3.09,3.09,-0.11,-0.03
-0.11,3.11,3.09,0.17,0.28
0.17,2.21,2.52,-1.07,-1.24
-1.07,1.96,2.82,-1.06,0.01
-1.06,2.27,2.56,0.95,2.01
0.95,2.88,2.04,1.27,0.32
1.27,2.76,2.1,-0.01,-1.28
-0.01,2.25,2.68,-1.03,-1.02
-1.03,2.08,2.9,-0.97,0.06
-0.97,2.36,2.56,0.98,1.95
0.98,2.95,2.07,1.22,0.24
1.22,2.82,2.11,0.21,-1.01
0.21,2.3,2.67,-1.12,-1.33
-1.12,2.08,3,-1.03,0.09
-1.03,2.34,2.68,0.82,1.85
0.82,2.87,2.14,1.2,0.38
1.2,2.78,2.15,-0.07,-1.27
-0.07,2.26,2.68,-1.13,-1.06
-1.13,2.05,2.85,1,2.13
1,2.08,1.73,-0.44,-1.44
-0.44,1.66,2.12,-1,-0.56
-1,1.59,2.14,-0.04,0.96
-0.04,1.93,1.79,1.04,1.08
1.04,2.17,1.61,0.72,-0.32
0.72,1.89,1.85,-1.02,-1.74
-1.02,1.51,2.3,-1.08,-0.06
-1.08,1.71,2.12,0.47,1.55
0.47,2.15,1.7,1.02,0.55
1.02,2.26,1.7,0.15,-0.87
0.15,1.87,2.04,-1.06,-1.21
-1.06,1.67,2.33,-0.77,0.29
-0.77,1.96,2,0.66,1.43
-1.05,0.22,0.1,-1.03,0.02
-1.03,0.58,0.3,-0.94,0.09
-0.94,1.08,0.64,-0.73,0.21
-0.73,1.58,1.01,-0.33,0.4
-0.33,2.01,1.31,0.15,0.48
0.15,2.35,1.65,0.51,0.36
0.51,2.58,1.96,0.59,0.08
0.59,2.72,2.27,0.59,0
0.59,2.72,2.45,0.57,-0.02
0.57,2.75,2.58,0.44,-0.13
0.44,2.8,2.75,0.27,-0.17
0.27,2.86,2.92,0.13,-0.14
0.13,2.89,2.99,-0.07,-0.2
-0.07,2.93,3.05,0.03,0.1
0.03,2.99,3.06,0.08,0.05
0.08,3.03,3.09,0.08,0
0.08,3.06,3.07,0.21,0.13
0.21,3.05,3.06,0.17,-0.04
0.17,3.04,3.09,0.12,-0.05
0.12,3.03,3.11,0.05,-0.07
0.05,3.05,3.13,0.08,0.03
0.08,3.06,3.1,0.1,0.02
0.1,3.05,3.08,0.1,0
0.1,3.02,3.07,0.1,0
0.1,3.05,3.09,0.05,-0.05
0.05,3.04,3.09,0.02,-0.03
0.02,3.03,3.09,0.04,0.02
0.04,3.05,3.08,-0.06,-0.1
-0.06,3.08,3.1,-0.11,-0.05
-0.11,3.1,3.1,-0.04,0.07
-0.04,3.12,3.08,0.15,0.19
0.15,3.1,3.02,0.33,0.18
0.33,3.1,3,0.46,0.13
0.46,3.12,3.02,0.37,-0.09
0.37,3.09,3.06,0.26,-0.11
0.26,3.06,3.1,0.15,-0.11
0.15,3.04,3.1,0.15,0
0.15,3.06,3.1,0.2,0.05
0.2,3.06,3.1,0.19,-0.01
0.19,3.07,3.04,0.2,0.01
0.2,3.08,3.03,0.24,0.04
0.24,3.08,3.05,0.26,0.02
0.26,3.09,3.08,0.17,-0.09
0.17,3.09,3.1,0.15,-0.02
0.15,3.09,3.1,0.16,0.01
0.16,3.09,3.1,0.14,-0.02
0.14,3.09,3.1,0.07,-0.07
0.07,3.1,3.12,-0.04,-0.11
-0.04,3.08,3.12,-0.12,-0.08
-0.12,3.08,3.11,-0.05,0.07
-0.05,3.1,3.11,0.05,0.1
0.05,3.12,3.07,0.09,0.04
0.09,3.12,3.07,0.01,-0.08
0.01,3.12,3.1,0.07,0.06
0.07,3.15,3.16,0.08,0.01
0.08,3.14,3.13,1.21,1.13
1.21,2.83,2.15,0.06,-1.15
0.06,2.32,2.66,-1.1,-1.16
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-0.58,0.12,0.1,-0.51,0.07
-0.51,0.42,0.34,-0.33,0.18
-0.33,0.91,0.73,-0.23,0.1
-0.23,1.37,1.12,-0.05,0.18
-0.05,1.76,1.48,0,0.05
0,2.1,1.8,0.11,0.11
0.11,2.34,2.08,0.06,-0.05
0.06,2.5,2.29,0.03,-0.03
0.03,2.62,2.45,-0.01,-0.04
-0.01,2.67,2.56,-0.04,-0.03
-0.04,2.78,2.67,0.07,0.11
0.07,2.88,2.75,0.24,0.17
0.24,2.95,2.8,0.23,-0.01
0.23,2.94,2.84,0.19,-0.04
0.19,2.91,2.87,0.16,-0.03
0.16,2.95,2.96,0.15,-0.01
0.15,2.98,2.99,0.22,0.07
0.22,3,3.01,0.26,0.04
0.26,2.96,2.99,0.19,-0.07
0.19,2.93,2.99,0.05,-0.14
0.05,2.96,3.05,-0.08,-0.13
-0.08,2.93,3.02,-0.08,0
-0.08,2.98,3.04,0.07,0.15
0.07,2.97,2.99,0.3,0.23
0.3,2.99,2.97,0.22,-0.08
0.22,3.02,3,0.1,-0.12
0.1,2.99,3.06,0.04,-0.06
0.04,2.99,3.09,-0.04,-0.08
-0.04,2.98,3.05,-0.06,-0.02
-0.06,2.94,2.98,0.01,0.07
0.01,2.97,2.94,0.12,0.11
0.12,3.02,2.95,0.16,0.04
0.16,3.01,2.94,0.19,0.03
0.19,2.97,2.94,0.24,0.05
0.24,2.96,2.91,0.22,-0.02
0.22,2.95,2.93,0.2,-0.02
0.2,2.94,2.92,0.19,-0.01
0.19,2.93,2.92,0.28,0.09
0.28,2.92,2.91,0.32,0.04
0.32,2.92,2.89,0.29,-0.03
0.29,2.87,2.87,0.09,-0.2
0.09,2.86,2.9,0.14,0.05
0.14,2.93,2.94,0.21,0.07
0.21,2.94,2.91,0.2,-0.01
0.2,2.91,2.91,0.08,-0.12
0.08,2.91,2.95,-0.06,-0.14
-0.06,2.93,2.98,-0.01,0.05
-0.01,2.98,3,0.15,0.16
0.15,3.05,3,0.19,0.04
0.19,3.08,3.02,0.06,-0.13
0.06,3.06,3.06,0.03,-0.03
0.03,3.07,3.11,0.01,-0.02
0.01,3.08,3.1,-0.04,-0.05
-0.04,3.06,3.08,-0.02,0.02
-0.02,3.09,3.07,0.05,0.07
0.05,3.09,3.05,0.12,0.07
0.12,3.05,3,0.1,-0.02
0.1,3.04,3,-1.1,-1.2
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-1.02,0.22,0.12,-0.99,0.03
-0.99,0.76,0.4,-0.83,0.16
-0.83,1.28,0.76,-0.44,0.39
-0.44,1.73,1.09,0.04,0.48
0.04,2.02,1.37,0.36,0.32
0.36,2.3,1.69,0.49,0.13
0.49,2.48,1.98,0.43,-0.06
0.43,2.58,2.26,0.36,-0.07
0.36,2.63,2.47,0.27,-0.09
0.27,2.7,2.63,0.12,-0.15
0.12,2.76,2.75,-0.02,-0.14
-0.02,2.83,2.84,0,0.02
0,2.92,2.91,0.09,0.09
0.09,2.98,2.93,0.38,0.29
0.38,3.04,2.96,0.4,0.02
0.4,3.01,2.97,0.25,-0.15
0.25,2.99,3,0.19,-0.06
0.19,2.89,2.98,0.23,0.04
0.23,2.89,2.98,0.18,-0.05
0.18,2.88,2.99,0.07,-0.11
0.07,2.82,2.93,-0.06,-0.13
-0.06,2.84,2.92,-0.07,-0.01
-0.07,2.85,2.92,0.04,0.11
0.04,2.88,2.89,0.21,0.17
0.21,2.9,2.9,0.18,-0.03
0.18,2.92,2.92,0.12,-0.06
0.12,2.9,2.91,0.16,0.04
0.16,2.88,2.89,0.17,0.01
0.17,2.92,2.95,0.13,-0.04
0.13,2.98,3,0.12,-0.01
0.12,3,3.02,0.09,-0.03
0.09,3.02,3,0.11,0.02
0.11,2.94,2.92,0.18,0.07
0.18,2.95,2.93,0.25,0.07
0.25,2.88,2.85,0.21,-0.04
0.21,2.88,2.88,0.08,-0.13
0.08,2.87,2.88,-0.01,-0.09
-0.01,2.91,2.95,0.19,0.2
0.19,2.99,2.96,0.34,0.15
0.34,2.97,2.89,0.38,0.04
0.38,2.92,2.87,0.24,-0.14
0.24,2.87,2.85,0.18,-0.06
0.18,2.88,2.88,0.24,0.06
0.24,2.88,2.91,0.27,0.03
0.27,2.87,2.87,0.17,-0.1
0.17,2.81,2.85,0.07,-0.1
0.07,2.87,2.9,0,-0.07
0,2.9,2.94,0.06,0.06
0.06,2.96,2.95,0.02,-0.04
0.02,3.01,3,-0.02,-0.04
-0.02,3.04,3.06,-0.06,-0.04
-0.06,3.04,3.03,-0.07,-0.01
-0.07,3.05,3.04,0.07,0.14
0.07,3.08,3.05,0.16,0.09
0.16,3.1,3.04,0.13,-0.03
0.13,3.12,3.08,0.12,-0.01
0.12,3.1,3.08,0.14,0.02
0.14,3.06,3.02,-1.1,-1.24
-1.1,2.12,2.93,-0.99,0.11
-0.99,2.41,2.58,1.02,2.01
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
0.74,0.12,0.14,0.22,-0.52
0.22,0.48,0.73,-0.54,-0.76
-0.54,0.92,1.32,-0.77,-0.23
-0.77,1.48,1.76,-0.57,0.2
-0.57,2.02,1.99,-0.13,0.44
-0.13,2.5,2.19,0.24,0.37
0.24,2.74,2.35,0.38,0.14
0.38,2.91,2.58,0.18,-0.2
0.18,3.01,2.86,-0.17,-0.35
-0.17,3.09,3.05,-0.17,0
-0.17,3.19,3.18,0,0.17
0,3.33,3.23,0.15,0.15
0.15,3.43,3.28,0.13,-0.02
0.13,3.48,3.34,0.06,-0.07
0.06,3.48,3.44,0.02,-0.04
0.02,3.45,3.43,0.05,0.03
0.05,3.5,3.48,0.03,-0.02
0.03,3.5,3.45,-0.08,-0.11
-0.08,3.48,3.46,-0.03,0.05
-0.03,3.52,3.47,0.18,0.21
0.18,3.6,3.51,0.3,0.12
0.3,3.62,3.53,0.22,-0.08
0.22,3.53,3.52,0.02,-0.2
0.02,3.53,3.6,-0.11,-0.13
-0.11,3.5,3.58,-0.03,0.08
-0.03,3.48,3.5,0.09,0.12
0.09,3.55,3.5,0.18,0.09
0.18,3.58,3.52,0.14,-0.04
0.14,3.6,3.56,0.1,-0.04
0.1,3.6,3.61,-0.16,-0.26
-0.16,3.6,3.64,-0.14,0.02
-0.14,3.62,3.62,-0.07,0.07
-0.07,3.62,3.55,0.03,0.1
0.03,3.65,3.56,0.11,0.08
0.11,3.64,3.53,0.04,-0.07
0.04,3.63,3.56,0.02,-0.02
0.02,3.59,3.53,0.09,0.07
0.09,3.59,3.56,0.04,-0.05
0.04,3.63,3.57,0.06,0.02
0.06,3.63,3.56,0.2,0.14
0.2,3.5,3.45,0.24,0.04
0.24,3.5,3.46,0.1,-0.14
0.1,3.44,3.45,-0.13,-0.23
-0.13,3.39,3.48,-0.13,0
-0.13,3.45,3.5,0.01,0.14
0.01,3.46,3.46,0.07,0.06
0.07,3.49,3.47,0.05,-0.02
0.05,3.45,3.41,0.63,0.58
0.63,3.19,2.64,1.17,0.54
1.17,3.21,2.55,0.29,-0.88
0.29,2.75,3.06,-1.05,-1.34
-1.05,2.48,3.41,-1.09,-0.04
-1.09,2.78,3.15,0.6,1.69
0.6,3.37,2.62,1.23,0.63
1.23,3.43,2.57,0.57,-0.66
0.57,2.91,3.08,-1.1,-1.67
-1.1,2.51,3.52,-1.13,-0.03
-1.13,2.72,3.26,-0.01,1.12
-0.01,2.25,2.68,-1.03,-1.02
-1.03,2.08,2.9,-0.97,0.06
-0.97,2.36,2.56,0.98,1.95
0.98,2.95,2.07,1.22,0.24
1.22,2.82,2.11,0.21,-1.01
0.21,2.3,2.67,-1.12,-1.33
-1.12,2.08,3,-1.03,0.09
-1.03,2.34,2.68,0.82,1.85
0.82,2.87,2.14,1.2,0.38
1.2,2.78,2.15,-0.07,-1.27
-0.07,2.26,2.68,-1.13,-1.06
-1.13,2.05,2.85,1,2.13
1,2.08,1.73,-0.44,-1.44
-0.44,1.66,2.12,-1,-0.56
-1,1.59,2.14,-0.04,0.96
-0.04,1.93,1.79,1.04,1.08
1.04,2.17,1.61,0.72,-0.32
0.72,1.89,1.85,-1.02,-1.74
-1.02,1.51,2.3,-1.08,-0.06
-1.08,1.71,2.12,0.47,1.55
0.47,2.15,1.7,1.02,0.55
1.02,2.26,1.7,0.15,-0.87
0.15,1.87,2.04,-1.06,-1.21
-1.06,1.67,2.33,-0.77,0.29
-0.77,1.96,2,0.66,1.43
-0.75,0.18,0.06,-0.29,0.46
-0.29,0.76,0.37,0.2,0.49
0.2,1.37,0.81,0.4,0.2
0.4,1.84,1.33,0.26,-0.14
0.26,2.13,1.83,-0.14,-0.4
-0.14,2.4,2.24,-0.44,-0.3
-0.44,2.66,2.57,-0.31,0.13
-0.31,2.93,2.74,0.25,0.56
0.25,3.14,2.83,0.52,0.27
0.52,3.26,2.96,0.4,-0.12
0.4,3.28,3.17,-0.16,-0.56
-0.16,3.27,3.34,-0.34,-0.18
-0.34,3.31,3.41,-0.11,0.23
-0.11,3.43,3.41,0.16,0.27
0.16,3.52,3.39,0.39,0.23
0.39,3.52,3.39,0.34,-0.05
0.34,3.42,3.39,0.06,-0.28
0.06,3.37,3.47,-0.27,-0.33
-0.27,3.4,3.56,-0.31,-0.04
-0.31,3.44,3.55,0.09,0.4
0.09,3.47,3.46,0.41,0.32
0.41,3.58,3.47,0.27,-0.14
0.27,3.56,3.55,-0.06,-0.33
-0.06,3.53,3.64,-0.24,-0.18
-0.24,3.48,3.61,-0.23,0.01
-0.23,3.57,3.57,0.09,0.32
0.09,3.65,3.54,0.32,0.23
0.32,3.68,3.55,0.37,0.05
0.37,3.67,3.58,0.27,-0.1
0.27,3.55,3.58,-0.09,-0.36
-0.09,3.46,3.61,-0.35,-0.26
-0.35,3.51,3.63,-0.07,0.28
-0.07,3.59,3.56,0.33,0.4
0.33,3.65,3.53,0.28,-0.05
0.28,3.58,3.48,0.13,-0.15
0.13,3.5,3.49,0.09,-0.04
0.09,3.48,3.51,0.02,-0.07
0.02,3.51,3.53,0.04,0.02
0.04,3.53,3.56,-0.03,-0.07
-0.03,3.56,3.57,-0.05,-0.02
-0.05,3.59,3.58,0.05,0.1
0.05,3.61,3.6,0.01,-0.04
0.01,3.59,3.58,-0.11,-0.12
-0.11,3.61,3.62,-0.13,-0.02
-0.13,3.63,3.64,0.01,0.14
0.01,3.62,3.57,0.08,0.07
0.08,3.64,3.58,0.07,-0.01
0.07,3.65,3.6,0.06,-0.01
0.06,3.62,3.6,0.26,0.2
0.26,3.57,3.47,-0.17,-0.43
-0.17,2.58,3.08,-1.14,-0.97
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
-0.1,2.3,2.78,-1.11,-1.01
-1.11,2.1,2.99,-0.84,0.27
-0.84,2.46,2.61,1.08,1.92
1.08,3.03,2.13,1.24,0.16
1.24,2.84,2.18,0.11,-1.13
0.11,2.29,2.8,-0.97,-1.08
-0.97,2.07,3.1,0.89,1.86
0.89,2.92,2.15,0.99,0.1
0.99,2.78,2.12,-0.57,-1.56
-0.57,2.21,2.76,-1.04,-0.47
-1.04,1.64,2.35,-0.93,0.11
-0.93,1.83,2.08,0.9,1.83
0.9,2.37,1.67,1.12,0.22
1.12,2.23,1.75,-0.45,-1.57
-0.45,1.79,2.32,-1.06,-0.61
-1.06,1.77,2.38,-0.13,0.93
-0.13,2.16,1.98,1.04,1.17
1.04,2.36,1.73,0.78,-0.26
0.78,2.09,1.94,-0.47,-1.25
-0.47,1.67,2.35,-0.58,-0.11
-0.58,1.88,2.08,1.04,1.62
-1.11,0.24,0.18,-1.05,0.06
-1.05,0.89,0.42,-0.62,0.43
-0.62,1.61,0.76,0.53,1.15
0.53,2.21,1.13,0.97,0.44
0.97,2.57,1.66,0.81,-0.16
0.81,2.69,2.21,0.05,-0.76
0.05,2.74,2.69,-0.71,-0.76
-0.71,2.81,2.99,-0.63,0.08
-0.63,3.05,3.07,0.19,0.82
0.19,3.34,3.04,0.71,0.52
0.71,3.47,3.09,0.69,-0.02
0.69,3.46,3.31,0.15,-0.54
0.15,3.38,3.51,-0.45,-0.6
-0.45,3.35,3.65,-0.46,-0.01
-0.46,3.46,3.6,0.02,0.48
0.02,3.57,3.52,0.43,0.41
0.43,3.63,3.53,0.21,-0.22
0.21,3.55,3.55,-0.17,-0.38
-0.17,3.52,3.64,-0.28,-0.11
-0.28,3.47,3.59,-0.02,0.26
-0.02,3.52,3.55,0.2,0.22
0.2,3.6,3.54,0.18,-0.02
0.18,3.54,3.51,0.02,-0.16
0.02,3.47,3.51,-0.1,-0.12
-0.1,3.5,3.57,-0.1,0
-0.1,3.56,3.55,0.05,0.15
0.05,3.6,3.54,0.13,0.08
0.13,3.52,3.46,0.23,0.1
0.23,3.5,3.46,0.15,-0.08
0.15,3.46,3.47,0,-0.15
0,3.43,3.46,-0.09,-0.09
-0.09,3.48,3.51,0.11,0.2
0.11,3.53,3.5,0.24,0.13
0.24,3.56,3.52,0.05,-0.19
0.05,3.45,3.44,0.1,0.05
0.1,3.5,3.47,0.13,0.03
0.13,3.54,3.52,0.11,-0.02
0.11,3.53,3.55,-0.07,-0.18
-0.07,3.54,3.6,-0.12,-0.05
-0.12,3.58,3.58,0.01,0.13
0.01,3.6,3.59,0.12,0.11
0.12,3.64,3.61,0.05,-0.07
0.05,3.53,3.55,-0.15,-0.2
-0.15,3.57,3.62,-0.11,0.04
-0.11,3.57,3.57,0.07,0.18
0.07,3.6,3.54,0.19,0.12
0.19,3.6,3.51,0.14,-0.05
0.14,3.6,3.55,0.06,-0.08
0.06,3.62,3.6,0.26,0.2
0.26,3.57,3.47,-0.17,-0.43
-0.17,2.58,3.08,-1.14,-0.97
-1.14,2.42,3.35,-1.01,0.13
-1.01,2.78,2.98,0.8,1.81
0.8,3.3,2.46,1.23,0.43
1.23,3.26,2.53,0.28,-0.95
0.28,2.73,3.02,-1.07,-1.35
-1.07,2.42,3.42,-1.06,0.01
-1.06,2.68,3.15,0.12,1.18
0.12,3.14,2.62,-0.67,-0.79
-0.67,2.73,3.06,1.02,1.69
1.02,3.01,2.06,1.24,0.22
1.24,2.85,2.15,-0.1,-1.34
